344904.0,0.5,0.886699507,1.0,0.4,0.18,0.215,1.0,0.0,0.44793986700000005,0.7225929390000001
344904.0,1.0,0.591133005,1.0,0.4,0.18,0.215,1.0,0.0,0.44793986700000005,0.7225929390000001
344904.0,0.5,0.886699507,1.0,0.4,0.35,0.35,1.0,0.0,0.549306144,0.708303336
344904.0,0.5,0.886699507,1.0,0.4,0.5,0.75,1.0,0.0,0.7225929390000001,0.736109745
344912.0,0.5,0.985221675,1.0,0.1095,0.12,0.12,1.0,0.0,0.486477537,0.6597643320000001
344912.0,1.0,0.615763547,1.0,0.1095,0.12,0.12,1.0,0.0,0.402359478,0.6597643320000001
344912.0,0.5,0.985221675,1.0,0.1095,0.17,0.24,1.0,0.0,0.402359478,0.44793986700000005
344912.0,1.0,0.615763547,1.0,0.1095,0.175,0.205,1.0,0.0,0.402359478,0.44793986700000005
344928.0,1.0,0.689655172,0.0,0.0,0.19,0.23,1.0,0.0,0.173286795,0.549306144
344928.0,0.5,0.886699507,0.0,0.0,0.23,0.46,1.0,0.0,0.173286795,0.549306144
345065.0,0.5,0.886699507,1.0,0.7,0.295,0.495,1.0,0.0,0.173286795,0.549306144
345065.0,1.0,0.6403940889999999,1.0,0.7,0.295,0.295,1.0,0.0,0.173286795,0.519860385
345067.0,0.5,0.886699507,1.0,0.526,0.25,0.25,1.0,0.0,0.274653072,0.402359478
345067.0,0.5,1.0,1.0,0.526,0.25,0.5,1.0,0.0,0.173286795,0.549306144
345067.0,1.0,0.6748768470000001,1.0,0.526,0.25,0.5,1.0,0.0,0.173286795,0.549306144
345067.0,0.5,1.0,1.0,0.526,0.75,0.75,1.0,0.0,0.519860385,0.549306144
345069.0,0.5,0.985221675,1.0,0.434,0.25,0.77,1.0,0.0,0.173286795,0.549306144
345069.0,1.0,0.665024631,1.0,0.434,0.25,0.25,1.0,0.0,0.173286795,0.486477537
345071.0,0.5,0.985221675,1.0,0.584,0.29,0.29,1.0,0.0,0.173286795,0.486477537
345071.0,1.0,0.591133005,1.0,0.584,0.29,0.29,1.0,0.0,0.173286795,0.486477537
345071.0,1.0,0.985221675,1.0,0.584,0.58,0.58,1.0,0.0,0.173286795,0.402359478
