896114,0.4,1,0.99901088,0.99901088,0.47816518,0.670320046,0.670320046,0.670320046,0.740818221,0.670320046,0.36896145,0.335235011,0.017361111,0.38784048,0.188570592,0.39121428,0.552696307,0.070809845,0,0.295046723,0.757806786,1,0.453435115,0.402522155,0.686513415,0.633332119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83113019,0.6,1,0.99950544,0.99950544,0.644003843,0.740818221,0.818730753,0.740818221,0.740818221,0.740818221,0.438888304,0.424652838,0.015625,0.497610854,0.237949594,0.497616605,0.604605323,0.120720473,0.454545455,0.245456207,0.951336263,1,0.357075749,0.26273516,0.619548806,0.416471425,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
67621022,0.08,1,0.99901088,0.99901088,0.517095944,0.740818221,0.740818221,0.740818221,0.740818221,0.740818221,0.544483427,0.532589072,0.036458333,0.619359506,0.496115981,0.625613865,0.809483956,0.28640176,0,0.831285504,0,1,0.632061069,0.479782059,0.709445352,0.314054535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
66813115,0.08,1,0.99901088,0.99901088,0.47816518,0.818730753,0.818730753,0.818730753,0.818730753,0.740818221,0.512407756,0.510641491,0.003472222,0.589233418,0.505396314,0.590649691,0.494595219,0.336037399,0.272727273,0.750009283,0.961866621,1,0.515179096,0.689582101,0.705974968,0.398296048,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0
80981077,0.12,1,0.99950544,0.99950544,0.611904601,0.740818221,0.740818221,0.740818221,0.818730753,0.740818221,0.500369459,0.4899939,0.020833333,0.573633003,0.356924391,0.575625954,0.343534996,0.105183556,0,0.581080919,0.668091468,1,0.863476218,0.424855986,0.787491067,0.548644463,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0
5980581,0.08,1,0.997032641,0.998021761,0.46399246,0.60653066,0.60653066,0.60653066,0.670320046,0.60653066,0.542382116,0.529640649,0.038194444,0.6146951,0.505396314,0.619081918,0.550565016,0.06586003,0,0.336329773,0.732641935,1,0.478156195,0.444188626,0.705350529,0.494673915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8577248,0.08,1,0.997032641,0.997527201,0.637005139,0.60653066,0.670320046,0.60653066,0.60653066,0.60653066,0.603430377,0.589251989,0.076388889,0.693191806,0.464821516,0.694031307,0.675501089,0.096383886,0,0.470056145,0.868044687,1,0.809336465,0.61425216,0.887588544,0.802461973,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
707593,0.8,1,0.995548961,0.997527201,0.642631961,0.548811636,0.60653066,0.548811636,0.548811636,0.496585304,0.72606366,0.702737304,0.399305556,0.815312146,0.83415934,0.821925573,0.609918023,0.126082772,0.181818182,0.32991061,0.967649554,1,0.435390487,0.488250175,0.706760298,0.428457349,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
29926198,0.12,1,0.99851632,0.99851632,0.34601056,0.60653066,0.548811636,0.60653066,0.670320046,0.548811636,0.457418275,0.432633029,0.03125,0.50753804,0.237949594,0.509200371,0.814837523,0.298776296,0,0.820805183,0,1,0.594421609,0.52258451,0.651544859,0.358757048,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0
85018361,0.12,1,1,1,0.448212019,0.904837418,0.904837418,0.904837418,0.904837418,0.904837418,0.547557108,0.546691187,0.001736111,0.62818531,0.594873985,0.635776123,0,0.338374811,0.272727273,0.74521061,0,1,0.487527892,0.670176173,0.765056562,0.556061773,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
85659767,0.08,1,1,1,0.608423298,0.40656966,0.449328964,0.332871084,0.449328964,0.367879441,0.532939757,0.511358517,0.057291667,0.595882998,0.440259065,0.596175077,0.609041659,0.125670287,0.181818182,0.32991061,0.966417085,1,0.436083382,0.489729161,0.707083723,0.681208271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73215497,0.6,1,0.99950544,0.99950544,0.510132248,0.818730753,0.818730753,0.818730753,0.818730753,0.818730753,0.443149353,0.442857752,0,0.516718089,0.307545389,0.521451927,0.568115734,0.070809845,0,0.309587615,0.757806786,1,0.528126835,0.499770014,0.755938334,0.602512416,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0
91372874,0,1,1,1,0.585481973,0.496585304,0.60653066,0.60653066,0.548811636,0.548811636,0.226227677,0.184359333,0.005208333,0.218661134,0,0.217766055,0.713598152,0.091296576,0,0.504434237,0.848314425,1,0.917674692,0.581296407,0.869215197,0.711202722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51620376,0.4,1,0.99851632,0.998021761,0.57241819,0.740818221,0.740818221,0.740818221,0.740818221,0.740818221,0.630826453,0.623440775,0.052083333,0.730875497,0.583796313,0.733537624,0.809483956,0.282276915,0,0.831285504,0,1,0.629418673,0.477239465,0.707717733,0.314054535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
72316212,0.12,1,0.99950544,0.99950544,0.560509664,0.670320046,0.670320046,0.740818221,0.670320046,0.670320046,0.586921393,0.580876419,0.027777778,0.684563683,0.411585175,0.683529307,0.753235833,0.118108071,0.090909091,0.609926271,0.943151569,1,0.583394011,0.500005902,0.759454756,0.650639179,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
55384764,0.08,1,0.99901088,0.99901088,0.386068819,0.818730753,0.818730753,0.818730753,0.904837418,0.740818221,0.591303359,0.589251989,0.008680556,0.679077946,0.660856081,0.68396728,0.534667307,0.325725285,0.363636364,0.748818322,0,1,0.511849677,0.694265029,0.742657818,0.40100242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
12603715,0.4,1,0.998021761,0.99901088,0.585481973,0.449328964,0.496585304,0.40656966,0.496585304,0.40656966,0.423258258,0.353332912,0.052083333,0.415072273,0.118974797,0.413373195,0.437326494,0.126907741,0.090909091,0.53743303,0.850492971,1,0.824515561,0.364446562,0.783973723,0.381186313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
68522074,0.08,1,0.99901088,0.99901088,0.517095944,0.670320046,0.670320046,0.670320046,0.740818221,0.670320046,0.56683253,0.557278293,0.036458333,0.654848164,0.426520186,0.654418336,0.369952168,0.186305514,0,0.650402517,0.719466399,1,0.704403993,0.513645758,0.722996168,0.705955616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
71661673,0.12,1,0.99950544,0.99950544,0.46399246,0.740818221,0.740818221,0.740818221,0.740818221,0.740818221,0.468870139,0.460686182,0.012152778,0.539262503,0.307545389,0.538510616,0.746203866,0.103258628,0.181818182,0.616130543,0.893306072,1,0.523035819,0.514108596,0.696982836,0.396240434,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
71586494,0.08,1,0.99950544,0.99950544,0.552842872,0.496585304,0.496585304,0.496585304,0.548811636,0.496585304,0.453718692,0.434157397,0.024305556,0.511293324,0.188570592,0.511028038,0.597178106,0.103396123,0.181818182,0.154287544,0.89379602,1,0.408373459,0.332770743,0.628143576,0.29500148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71656071,0.12,1,0.99950544,0.99950544,0.468878747,0.740818221,0.740818221,0.740818221,0.740818221,0.670320046,0.566413138,0.55909143,0.027777778,0.645364785,0.594873985,0.649874347,0.811348514,0.270864843,0.181818182,0.787423747,0,1,0.852196124,0.744148811,0.87273485,0.206256622,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
56138998,0.08,1,0.99851632,0.99851632,0.430411875,0.548811636,0.548811636,0.548811636,0.60653066,0.496585304,0.291709496,0.263915085,0.006944444,0.313018987,0,0.31173766,0.230610484,0.179430771,0,0.664231235,0.448480937,1,0.723722842,0.488519464,0.732040134,0.451560116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
17140010,0.12,1,0.998021761,0.99851632,0.560509664,0.740818221,0.740818221,0.670320046,0.740818221,0.670320046,0.639240484,0.627909969,0.086805556,0.736844271,0.577977303,0.736410986,0.446351649,0.131445071,0.090909091,0.583423343,0.868044687,1,0.875331767,0.36748179,0.75271948,0.672568206,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
51044113,0.6,0,0.99851632,0.99851632,0.661913156,0.548811636,0.548811636,0.60653066,0.60653066,0.548811636,0.454966715,0.404556953,0.055555556,0.474946472,0.188570592,0.47545769,0.593433257,0.108620927,0.272727273,0.21634921,0.912000107,1,0.35395185,0.237547607,0.659486858,0.338978325,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1340218,0.6,1,0.997032641,0.998021761,0.744557415,0.670320046,0.670320046,0.670320046,0.670320046,0.670320046,0.469948271,0.437140008,0.045138889,0.513128503,0.237949594,0.514602929,0.535375882,0.007424722,0.090909091,0.450889655,0.180135578,1,0.658837346,0.516364831,0.808572861,0.6472179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
94345185,0.12,1,1,1,0.402469505,0.740818221,0.740818221,0.740818221,0.740818221,0.740818221,0.327214498,0.322620102,0.001736111,0.377221864,0.118974797,0.375677725,0.418355802,0.283651863,0.636363636,0.677326953,0.813599618,1,0.590017616,0.909122809,0.9636222,0.458121113,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
3040204,0.08,1,0.996043521,0.998021761,0.47816518,0.740818221,0.740818221,0.740818221,0.740818221,0.670320046,0.468870139,0.462998479,0.008680556,0.531680121,0.440259065,0.538510616,0.573956455,0.089784133,0,0.245456207,0.842264092,1,0.423487962,0.313828926,0.664398171,0.430191209,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
77393826,0.08,1,0.99950544,0.99950544,0.40999809,0.670320046,0.818730753,0.670320046,0.740818221,0.60653066,0.353565565,0.346470843,0.003472222,0.406652583,0.118974797,0.409252884,0.420481292,0.203492369,0.636363636,0.675727441,0.817733176,1,0.581867293,0.899305381,0.956102191,0.433988015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
54596312,0.6,1,0.99851632,0.99851632,0.583388025,0.670320046,0.740818221,0.740818221,0.740818221,0.740818221,0.513818198,0.502405664,0.026041667,0.588253195,0.377141184,0.590649691,0.449013233,0.200467482,0,0.675727441,0.873220816,1,0.646271286,0.521489851,0.765669762,0.633005806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0
66682359,0.08,0,0.99901088,0.99901088,0.386068819,0.548811636,0.548811636,0.548811636,0.548811636,0.548811636,0.237075665,0.213959777,0.003472222,0.25376902,0,0.25273023,0.544888646,0.065585041,0,0.342586407,0.731198367,1,0.485789783,0.459189675,0.710380733,0.475934146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
85469112,0.8,1,1,1,0.739149166,0.60653066,0.60653066,0.670320046,0.548811636,0.670320046,0.271719066,0.236919664,0.006944444,0.268142921,0.118974797,0.267045291,0,0.781520693,0,0.366139826,0,0.65,0.82289173,0.606097499,0.863309779,0.695611284,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
